"nxtbrth1","nxtbrth2","rminor","cpermpg","stfloca","chngloca","blngloca","chatnb","ccnthum","ccrdprs","wrclmch","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","contplt","donprty","badge","sgnptit","pbldmna","bctprd","pstplonl","volunfp","clsprty","prtdgcla","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","lrnobed","loylead","imsmetn","imdfetn","impcntr","imacflp","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgblge","rlgdgr","rlgatnd","pray","dscrgrp","dscrrce","dscrntn","dscrrlg","dscrlng","dscretn","dscrage","dscrgnd","dscrsex","dscrdsb","dscroth","dscrdk","dscrref","dscrnap","dscrna","ctzcntr","brncntr","livecnta","feethngr","facntr","mocntr","vteurmmb","vteubcmb","hhmmb","hhmmb15","gndr","mbrn","yrbrn","gndr2","gndr3","gndr4","gndr5","gndr6","gndr7","gndr8","gndr9","mbrn2","mbrn3","mbrn4","mbrn5","mbrn6","mbrn7","mbrn8","mbrn9","yrbrn2","yrbrn3","yrbrn4","yrbrn5","yrbrn6","yrbrn7","yrbrn8","yrbrn9","rshipa2","rshipa3","rshipa4","rshipa5","rshipa6","rshipa7","rshipa8","rshipa9","rshpsts","lvgptnea","dvrcdeva","marsts","chldhhe","domicil","eduyrs","pdwrk","edctn","uempla","uempli","dsbld","rtrd","cmsrv","hswrk","dngoth","dngref","dngdk","dngna","mainact","crpdwk","pdjobev","pdjobyr","emplrel","emplno","wrkctrb","estsz","jbspv","njbspv","wkdcorga","iorgact","wkhct","wkhtot","tporgwk","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","hincsrca","hincfilt","hinctnta","hincfel","pdwrkp","edctnp","uemplap","uemplip","dsbldp","rtrdp","cmsrvp","hswrkp","dngothp","dngdkp","dngnapp","dngrefp","dngnap","mnactp","crpdwkp","emprelp","wkhtotp","emprf14","occf14b","emprm14","occm14b","atncrse","optftr","fltdpr","slprl","wrhpp","fltlnl","enjlf","fltsd","cldgng","enrglot","fltanx","fltpcfl","lchshcp","dngval","hrmcnt","pplahlp","trtrsp","tnapsur","sedirlf","rehlppl","prhlppl","dgwtva","achgoal","flsfsec","clcnppl","clcnpla","dprfgd","acqcomp","kndhtm","hrmlife","dstpwir","hlpprct","ogendas","wbwlkpl","runtint","qfimedu","qfimlng","qfimchr","qfimwht","imtcjob","imbleco","imwbcrm","imdetbs","imdetmr","shrrfg","rfgawrk","gvrfgap","rfgdtcn","noimbro","gvtrimg","rlgueim","dfegcf","dfegcon","dfeghbg","etglint","etghwrk","cultbtr","prtnclt","aljewlv","almuslv","admim","alcewr","alceup","almmewr","almmeup","ipdopin","ipstst","ipplea","ipnpea","ipbesuc","ipetrju","ippoco","iphumb","ipprenv","ipnhum","ipnexp","iphppcl","ipwlth","ipprsaf","iptlppl","ipnvreg","ipmadec","ipftrad","ippconf","ipacrec","scresuq","scresrla","scastqc","scawhp","scasd","scappil","scaorel","scanrel","scafw","scanap","scana","sckaun","sckaacc","sckard","sckarhm","sckadec","sckareq","sckaoth","sckanap","sckana","recon","scmpqst","decnum","mode","idno","cntry","inwds","ainws","einwe"
6,1,6,8,1,4,7,5,2,10,5,4474,4,5306,5,3,5,1,5,4,7,1,1,8,99,6,9,0,10,8,1,9,9,9,9,7,1,9,9,7,1,4,99,2,7,4,0,5,7,5,9,8,5,7,7,9,4,8,7,5,6,99,7,88,8,7,3,2,9,88,9,8,9,8,3,99,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,9,8888,7,1,9,65,2,27,4,1,447,5599,2,6,1,7,2,8,7,9,77,99,99,66,77,77,88,77,8888,8888,6666,6666,7777,6666,7777,9999,5,6,77,77,6,66,3,6,1,9,7,77,2,3,29,1,1,0,1,1,1,0,0,1,0,0,0,99,6,1,6666,8,88888,8,4,1,99999,99,5,999,999,66,7,1,7,8,7,3,3,10,2,1,0,0,0,0,1,0,0,1,0,0,0,1,3,1,6,999,2,3,1,99,7,9,3,7,9,8,7,2,1,7,2,3,8,8,9,0,2,4,7,1,4,7,2,7,5,7,8,5,6,3,8,1,9,7,8,3,8,10,2,1,6,99,99,99,5,2,3,7,640,8,10,8,1,6,8,9,7,1,8,1,3,6,8,7,3,2,3,6,1,2,5,7,5,5,6,3,5,4,9,6,2,4,3,2,5,2,6,2,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,9,NA,NA,1,400040,"GB","23-02-2025 07:16:04","23-02-2025 07:16:04","23-02-2025 09:01:14"
6,6,9,7,1,9,6,4,55,5,2,7961,2,4525,6,5,4,1,8,4,5,1,77,4,88,4,1,1,88,2,9,2,9,7,2,8,7,8,1,7,9,5,2,8,6,88,3,2,5,5,7,10,4,7,4,8,7,1,0,5,0,7,4,88,3,9,2,1,2,99,1,1,6,8,2,88,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,2,6666,9,7,1,2,99,53,97,2,228,6776,8,2,7,1,9,7,2,1,99,66,77,66,88,77,99,77,6666,7777,6666,8888,7777,8888,8888,9999,66,66,2,1,6,77,5,5,6,6,9,4,6,7,43,0,0,1,0,0,1,0,1,1,0,0,0,3,6,7,9999,2,77777,6,2,7,88888,9,7,888,666,5,6,9,6,9,1,1,9,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,8,9,9,666,1,4,2,3,7,NA,4,1,4,2,8,4,3,4,4,1,8,5,6,3,0,2,0,7,2,6,7,9,7,6,4,4,5,4,3,4,3,9,5,4,0,4,5,1,88,10,10,9,5,9,9,1,927,5,6,2,99,4,8,7,1,1,8,8,2,8,4,7,7,8,6,5,4,3,5,1,5,8,5,5,2,6,1,1,4,3,1,4,4,1,2,6,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,2,NA,NA,4,400041,"GB","29-01-2025 17:56:40","29-01-2025 17:56:40","29-01-2025 20:34:09"
1,1,1,6,5,8,8,1,88,66,5,7825,1,4640,1,10,5,4,7,4,2,2,8,1,0,8,4,99,7,3,7,8,9,8,9,2,1,2,9,3,8,7,2,4,99,4,1,1,8,7,5,5,3,9,3,8,9,4,10,1,5,99,3,5,9,9,7,2,8,2,10,1,1,1,4,77,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,7,9,9999,7,9,2,33,77,31,37,8,37,4272,1,9,8,2,1,9,7,6,99,99,77,99,88,77,66,99,8888,8888,6666,7777,9999,9999,7777,9999,88,3,4,88,2,4,4,5,2,6,9,77,6,4,89,0,1,1,1,0,0,1,0,1,0,0,0,3,7,8,7777,8,88888,8,5,2,66666,88,6,666,666,2,6,7,1,6,7,77,9,3,9,0,0,1,0,0,0,1,1,1,0,1,0,1,9,7,8,777,9,88,3,99,1,9,1,7,3,7,7,1,2,2,9,1,8,9,2,6,6,88,6,8,8,2,7,7,9,6,5,2,2,0,5,7,4,3,8,6,0,0,9,1,88,99,99,9,2,9,7,9,163,5,6,3,2,77,3,8,2,9,9,2,2,3,2,1,1,6,3,2,1,1,2,1,4,5,6,2,7,2,6,1,2,3,4,3,4,3,1,6,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,NA,NA,4,400042,"NL","19-02-2025 12:07:28","19-02-2025 12:07:28","19-02-2025 13:40:37"
2,1,9,4,8,3,9,3,99,3,4,987,1,1641,88,4,2,9,3,8,8,9,4,2,99,7,0,7,4,7,8,1,8,8,9,2,8,8,7,4,7,10,7,77,3,99,3,8,8,2,9,88,7,4,8,1,2,4,2,10,10,88,4,77,7,1,7,5,9,7,5,2,1,0,4,2,8,1,0,0,0,0,1,0,0,1,0,0,0,0,1,7,7,7777,8,1,7,55,44,1,37,6,225,7783,8,7,1,9,8,8,6,7,88,99,77,99,66,66,88,66,9999,8888,9999,8888,6666,9999,7777,8888,5,1,3,88,3,2,6,3,4,8,8,3,7,3,25,0,1,0,1,1,0,0,1,0,0,0,0,99,8,8,6666,8,66666,2,3,1,77777,5,4,555,888,6,7,1,7,1,7,5,3,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,4,8,2,999,9,7,9,1,7,9,7,3,7,3,3,2,8,3,4,1,9,5,2,2,5,88,77,6,3,2,1,6,2,3,4,7,7,9,3,7,7,4,4,5,8,7,7,7,7,7,4,1,3,2,4,8,487,8,1,2,2,66,8,9,1,1,7,1,2,4,8,1,6,1,2,1,1,4,2,5,5,4,8,4,3,1,6,1,6,3,3,2,7,1,9,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,NA,NA,4,400043,"NL","24-02-2025 17:33:18","24-02-2025 17:33:18","24-02-2025 18:06:36"
2,2,2,7,9,3,5,9,55,99,1,4510,9,4882,0,9,5,4,3,8,9,2,77,7,10,1,0,99,5,2,2,9,7,2,8,9,7,9,7,9,7,7,6,99,8,88,2,9,8,7,7,1,5,2,8,1,2,4,9,10,0,2,5,4,2,9,8,3,7,0,10,7,8,77,6,99,7,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,2,7777,1,2,7,55,33,61,72,6,74,9995,1,7,7,8,6,8,7,9,99,88,66,88,99,99,99,66,8888,6666,8888,9999,8888,7777,8888,8888,88,99,66,2,3,2,2,6,77,7,8,2,7,9,32,0,1,1,1,1,1,1,1,0,0,0,1,5,8,9,6666,9,99999,8,5,2,77777,0,6,999,888,1,7,7,9,8,8,99,2,99,4,0,0,0,0,0,0,1,1,0,0,1,0,1,1,9,2,777,8,66,7,66,9,9,7,4,2,8,9,3,4,4,7,7,3,4,8,8,7,0,3,0,5,7,3,1,7,9,1,6,7,1,5,8,9,7,1,6,88,6,0,4,10,3,4,77,1,8,9,2,451,3,1,9,4,5,8,7,1,1,4,8,9,9,2,8,7,4,2,5,3,4,1,3,6,8,2,7,1,1,2,1,5,5,5,8,3,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,4,NA,NA,2,400044,"NL","19-01-2025 21:07:12","19-01-2025 21:07:12","19-01-2025 23:06:23"
1,9,6,2,7,7,6,9,2,88,9,4601,8,512,99,7,9,8,2,2,2,4,6,5,2,5,3,3,10,2,1,8,2,9,9,2,7,8,8,9,8,6,10,1,77,10,4,8,5,4,7,4,4,1,4,8,4,1,7,10,77,10,77,99,7,7,2,2,7,1,1,1,6,3,88,6,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,7,7,8888,1,9,1,88,33,6,8,5,206,7677,8,8,7,9,1,6,2,2,77,88,99,88,77,99,99,66,7777,9999,6666,7777,7777,7777,8888,8888,2,88,99,66,1,1,88,66,77,6,9,2,6,9,46,1,0,0,0,1,1,0,1,1,0,0,1,6,2,9,8888,6,77777,6,9,7,88888,3,2,555,666,66,9,7,7,8,9,77,9,4,2,1,1,1,1,1,0,1,1,0,0,0,0,1,1,2,2,999,9,9,1,99,2,3,7,7,9,4,4,9,4,4,3,2,2,7,3,6,7,4,99,5,2,0,8,3,2,2,3,6,6,8,2,4,9,7,9,1,77,5,99,6,2,9,0,1,9,7,1,1,730,8,5,1,77,5,8,8,4,3,8,7,2,6,9,4,8,5,6,7,5,9,2,2,1,4,6,3,2,1,2,4,3,2,2,2,3,4,1,9,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,3,NA,NA,1,400045,"NL","21-01-2025 00:47:01","21-01-2025 00:47:01","21-01-2025 01:40:22"
9,2,2,2,7,7,6,8,88,66,4,1667,7,293,99,2,1,2,9,4,2,7,99,88,8,6,0,9,8,9,7,7,9,2,9,2,9,9,9,6,4,88,7,77,0,5,99,7,4,3,3,5,9,2,3,2,4,3,99,6,1,5,77,0,8,2,1,8,7,88,6,1,6,9,4,2,7,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,2,7777,1,7,2,2,65,16,7,1,249,7087,7,8,8,2,7,1,2,6,77,77,99,77,99,66,99,66,9999,6666,6666,9999,6666,7777,7777,6666,2,99,6,99,6,99,99,3,2,2,1,66,2,3,36,1,1,0,0,1,0,1,0,1,0,0,0,66,9,6,9999,2,77777,3,2,2,88888,8,9,777,777,2,8,9,6,8,3,1,2,9,2,0,1,1,0,1,1,0,1,0,0,0,0,0,8,2,6,999,9,77,2,9,9,9,2,9,3,8,4,2,9,8,8,7,4,9,4,9,7,4,2,8,8,8,0,9,5,1,4,3,5,8,6,8,9,1,4,7,1,6,2,9,99,0,3,0,4,9,5,3,114,7,5,8,5,1,2,1,8,8,3,7,4,2,6,8,7,1,8,3,6,1,2,5,4,1,3,6,6,6,2,1,6,1,2,3,4,3,6,6,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,2,NA,NA,4,400046,"GB","15-01-2025 07:58:10","15-01-2025 07:58:10","15-01-2025 08:28:24"
9,9,1,5,4,1,5,7,1,88,9,6061,5,5267,88,3,7,9,2,4,5,1,6,0,2,0,2,4,10,7,2,7,1,1,2,7,7,7,7,1,10,4,0,7,8,4,88,1,8,7,7,10,4,8,2,9,9,9,5,10,5,6,1,88,9,7,7,7,9,0,9,1,6,9,7,77,8,1,0,1,0,0,1,1,0,0,1,0,0,1,1,9,2,8888,8,8,9,44,99,62,61,5,84,6689,9,2,7,9,1,2,9,8,77,99,77,88,88,77,77,66,8888,7777,7777,6666,7777,6666,9999,7777,99,3,99,66,5,3,3,3,4,6,1,3,7,1,68,1,1,0,1,1,0,0,0,1,0,0,0,4,6,1,6666,1,88888,7,1,2,77777,9,3,666,888,66,9,8,8,1,2,7,1,5,2,1,1,1,0,1,0,0,0,0,0,1,0,0,8,1,9,666,8,4,9,8,7,9,8,1,9,7,1,9,7,2,8,7,7,3,5,4,6,1,6,4,8,1,2,6,1,5,5,8,6,0,5,7,9,3,1,1,3,7,99,9,8,0,9,0,4,7,1,4,777,8,0,9,1,7,4,8,8,4,9,9,3,7,9,1,9,3,9,1,6,2,3,3,4,3,2,5,3,3,4,3,5,3,4,6,4,4,5,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,5,NA,NA,9,400047,"GB","16-02-2025 13:13:11","16-02-2025 13:13:11","16-02-2025 14:21:32"
2,6,1,1,2,7,4,9,99,2,3,2788,4,4497,99,2,88,9,7,2,2,2,99,6,6,4,77,4,9,3,7,8,7,7,1,1,1,2,8,7,9,4,88,0,9,88,2,3,4,7,2,10,7,4,2,3,7,8,1,99,4,88,88,2,8,2,2,7,9,9,1,2,2,99,3,2,8,1,1,0,0,1,1,0,0,0,0,0,0,1,0,7,1,7777,2,8,1,33,65,15,58,8,10,9414,6,1,6,6,2,2,1,7,99,77,66,88,99,99,99,88,8888,9999,7777,7777,8888,6666,6666,6666,88,6,4,4,6,2,77,3,2,7,7,99,6,9,16,1,0,0,1,1,0,0,1,0,0,0,0,8,2,2,8888,3,88888,1,6,8,88888,1,77,777,666,88,6,9,6,2,2,8,9,77,2,0,1,0,1,0,1,1,1,0,0,1,0,1,7,9,8,666,4,9,2,2,7,9,2,2,1,7,4,2,1,1,1,2,5,8,9,1,1,9,7,5,7,5,3,8,0,5,4,1,5,3,2,7,2,4,4,88,0,99,3,9,9,8,77,10,4,8,7,4,500,9,77,8,7,1,8,7,8,8,3,7,4,9,8,9,7,2,8,3,2,1,4,5,1,1,5,5,4,1,6,2,5,2,2,6,1,6,9,9,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,9,NA,NA,4,400048,"NL","27-01-2025 03:17:47","27-01-2025 03:17:47","27-01-2025 05:39:49"
9,9,1,7,7,4,5,3,55,8,5,3384,5,279,0,88,99,1,7,8,2,4,5,88,4,77,77,9,4,7,2,9,8,7,7,1,9,9,1,8,9,88,10,8,8,10,3,9,3,5,2,8,4,9,9,3,4,7,5,5,1,1,3,0,4,8,8,4,7,7,5,7,7,88,7,6,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,9999,7,1,1,2,1,17,32,1,392,9093,8,1,6,6,2,7,7,7,77,77,66,99,77,99,77,88,8888,9999,7777,8888,6666,6666,7777,8888,2,5,3,1,99,5,5,4,66,2,8,99,7,8,44,0,0,1,1,1,0,1,1,0,0,0,0,5,8,1,7777,1,88888,7,5,7,99999,3,4,888,888,77,7,7,7,6,3,7,2,6,1,0,1,1,1,0,1,1,1,1,0,1,0,1,77,8,9,666,3,1,3,4,7,9,3,3,7,4,3,1,9,9,8,4,7,3,1,6,3,10,8,7,7,5,0,8,7,5,4,9,8,1,2,3,7,7,1,6,0,3,77,2,88,0,0,1,8,5,2,7,450,9,10,7,88,3,4,4,1,3,8,8,1,8,6,6,4,5,6,9,6,1,6,8,4,4,6,7,5,6,9,5,2,5,6,5,4,2,2,9,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,NA,NA,3,400049,"NL","22-01-2025 11:24:48","22-01-2025 11:24:48","22-01-2025 13:03:23"
9,1,2,6,5,9,4,4,4,8,3,4450,7,3977,88,6,9,7,8,1,4,7,9,7,1,1,9,0,2,3,1,9,9,8,9,2,2,1,9,7,5,88,99,99,7,0,6,2,7,3,9,0,1,9,7,8,9,7,77,88,1,7,1,99,2,1,2,1,2,9,10,1,9,9,6,88,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,9,9,6666,8,9,7,55,33,71,14,9,264,2817,8,7,8,9,2,1,1,9,66,88,99,88,66,77,66,88,8888,8888,7777,6666,6666,8888,6666,9999,4,66,2,5,5,3,5,4,4,8,8,3,2,7,75,1,0,0,1,0,0,1,1,0,0,0,0,66,1,6,6666,3,77777,1,1,1,88888,2,2,666,777,88,6,1,6,2,3,3,3,3,2,1,0,1,0,0,1,0,0,1,0,1,0,1,5,1,7,888,9,7,1,9,8,9,3,1,7,3,4,7,2,3,1,8,4,5,0,3,1,2,7,2,2,6,6,7,7,7,8,8,7,0,1,2,7,8,5,2,8,0,10,99,77,8,3,4,3,7,1,1,369,9,8,3,3,8,7,4,7,7,7,9,3,1,3,1,1,4,1,6,1,4,5,3,4,4,6,6,6,3,2,6,9,7,3,4,5,2,9,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,8,NA,124,4,400050,"NL","04-02-2025 16:56:07","04-02-2025 16:56:07","04-02-2025 19:38:21"
1,1,9,3,5,1,0,7,2,10,9,706,5,8543,7,7,3,1,3,8,8,7,1,2,77,2,88,99,8,2,2,7,1,7,7,8,1,7,1,9,6,77,1,9,5,99,3,4,1,8,4,4,9,2,4,3,2,2,88,99,7,9,99,1,7,9,1,3,1,0,2,8,9,4,99,1,8,1,0,0,1,1,0,1,0,1,0,0,0,1,0,9,9,6666,8,8,8,55,55,46,99,7,398,2448,2,8,9,9,7,2,7,1,88,66,66,88,77,99,99,77,7777,7777,7777,6666,7777,6666,7777,9999,66,5,99,99,3,88,99,88,4,2,8,66,2,2,99,0,0,1,0,1,0,0,1,1,0,0,1,9,6,9,7777,3,66666,1,1,2,77777,77,0,888,666,1,6,2,1,7,1,5,3,2,3,0,1,1,0,0,0,1,1,1,0,0,0,0,2,1,2,777,9,66,9,66,7,2,8,9,9,3,3,9,2,4,8,4,9,7,5,0,2,10,5,5,2,2,0,1,6,1,7,3,2,9,5,2,9,5,2,4,3,9,3,77,0,77,88,99,1,2,9,7,937,9,5,7,3,8,9,1,3,8,9,8,3,9,9,4,2,5,4,3,4,4,9,2,5,4,7,5,6,1,1,3,4,3,7,4,3,3,4,6,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,3,NA,NA,4,400051,"NL","13-02-2025 17:26:11","13-02-2025 17:26:11","13-02-2025 20:18:35"
6,1,6,5,4,3,1,7,3,4,3,935,8,4897,99,10,6,1,5,2,7,1,5,7,8,1,5,1,5,1,8,8,2,7,7,1,1,8,1,2,4,8,6,1,8,99,8,9,2,7,1,5,9,9,4,9,9,7,77,8,1,5,7,99,5,1,1,7,1,77,8,9,1,3,99,3,2,0,0,1,0,1,1,1,0,1,0,0,0,0,1,8,1,7777,8,1,1,2,77,91,73,7,208,4311,2,8,2,1,6,1,1,2,77,66,99,66,66,88,88,66,7777,8888,7777,7777,8888,6666,6666,6666,3,99,1,88,66,6,1,66,88,7,8,66,1,4,51,0,1,0,0,1,1,0,0,0,0,0,0,6,9,9,8888,8,66666,3,2,6,77777,7,5,999,777,2,7,9,8,2,3,6,1,99,9,0,1,1,1,1,0,0,1,0,0,1,0,0,4,7,7,888,8,77,7,5,9,9,8,3,3,2,7,9,4,8,4,8,5,2,3,2,4,1,99,6,1,0,9,0,0,6,5,4,6,8,8,3,7,8,2,77,99,0,5,8,99,1,2,5,8,1,9,2,919,4,1,3,99,2,1,3,3,2,7,4,9,2,9,4,2,2,6,3,6,3,5,8,7,5,3,6,7,1,6,1,5,3,1,1,6,4,6,6,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,8,NA,NA,1,400052,"NL","14-02-2025 17:30:12","14-02-2025 17:30:12","14-02-2025 18:42:55"
1,2,9,8,4,7,8,8,55,88,7,1346,1,5578,88,5,7,4,4,4,9,5,6,88,7,6,99,7,2,2,8,7,7,7,9,1,9,9,2,1,88,99,88,88,1,10,77,7,5,5,9,10,7,3,2,4,4,2,0,4,7,1,5,99,2,9,4,7,7,88,7,9,6,9,2,3,7,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,9,8888,1,2,2,88,33,68,99,5,32,3985,1,6,7,6,7,2,7,1,77,88,88,99,77,99,77,66,8888,8888,8888,7777,7777,9999,9999,7777,4,99,3,4,77,99,3,5,66,2,2,88,6,7,13,0,1,1,0,0,1,0,0,1,0,0,0,1,8,1,8888,1,77777,6,9,9,66666,9,4,888,666,6,9,8,8,8,8,88,1,1,4,1,0,1,1,0,1,1,1,1,0,0,0,1,77,7,2,777,3,99,9,99,1,9,8,3,2,8,1,4,1,8,2,8,3,8,6,4,4,99,2,4,8,3,1,3,2,2,3,1,2,1,6,4,9,1,2,7,1,77,1,88,10,10,5,2,1,3,7,7,521,9,6,2,2,3,4,8,8,9,9,2,1,2,4,6,1,6,5,5,6,3,5,4,3,6,1,8,6,6,3,8,3,6,4,2,4,1,4,2,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,4,NA,NA,4,400053,"GB","04-02-2025 02:47:22","04-02-2025 02:47:22","04-02-2025 03:41:52"
1,2,1,6,7,8,0,9,5,2,4,8096,9,7278,7,99,4,7,9,3,4,5,4,4,3,1,4,99,77,9,8,1,9,9,9,9,2,8,7,2,7,2,7,2,88,77,7,7,3,9,4,8,8,1,9,4,8,8,7,3,88,6,77,3,7,2,7,2,7,4,7,1,9,0,5,6,8,0,1,1,0,0,0,0,0,1,1,0,0,1,0,9,8,7777,9,9,7,99,65,28,11,7,432,3512,2,7,7,9,1,8,2,2,88,99,66,66,99,99,66,77,9999,6666,6666,7777,9999,7777,6666,7777,99,88,4,2,2,5,88,2,5,6,8,77,8,3,39,1,1,0,0,0,1,0,1,0,0,0,1,77,7,7,7777,9,77777,3,8,6,88888,1,77,555,888,5,2,9,9,6,2,7,3,3,3,0,1,0,1,0,1,0,1,0,0,0,0,0,2,7,2,777,4,7,4,8,7,9,3,7,1,8,3,2,2,9,7,8,4,7,6,1,1,6,0,9,8,1,6,1,9,5,9,1,8,8,3,9,4,8,9,7,10,88,10,7,77,10,6,77,1,1,9,2,594,6,10,9,5,2,1,2,4,8,4,1,4,1,7,8,7,9,5,6,1,4,5,3,2,5,9,5,4,4,1,1,4,5,6,4,3,2,5,2,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,4,NA,NA,9,400054,"NL","24-02-2025 16:45:39","24-02-2025 16:45:39","24-02-2025 18:57:41"
9,2,9,8,9,9,0,1,4,3,3,4194,9,5117,77,77,9,2,2,8,8,9,99,3,2,7,7,1,7,2,7,2,7,9,7,8,1,2,9,8,9,9,9,99,2,9,1,4,5,3,3,6,2,8,2,1,1,8,4,9,1,3,7,4,3,7,7,7,2,88,6,7,2,8,6,6,9,0,1,0,0,0,0,0,0,1,0,0,0,1,1,8,9,7777,7,7,2,65,88,41,30,6,200,6477,2,8,6,1,8,7,6,7,66,77,77,77,99,66,77,77,9999,8888,7777,7777,7777,7777,6666,8888,4,99,77,6,66,2,5,99,66,8,8,66,6,5,33,1,0,1,1,0,1,1,0,0,0,0,1,2,9,9,9999,6,66666,8,8,6,88888,66,9,999,777,3,8,2,7,6,7,99,2,77,3,0,0,0,0,1,1,1,0,1,0,1,0,0,2,9,6,666,8,4,7,66,1,9,1,7,7,7,4,7,1,1,2,2,8,4,1,9,3,6,10,5,6,0,8,7,7,2,1,1,6,0,9,3,9,9,3,7,10,2,0,8,3,9,1,9,8,9,8,9,125,9,8,8,3,3,2,1,9,4,2,3,3,2,8,2,4,9,4,4,3,2,3,9,9,4,9,8,2,9,3,1,6,2,9,6,2,1,2,6,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,2,NA,NA,3,400055,"GB","18-01-2025 22:22:26","18-01-2025 22:22:26","19-01-2025 00:05:57"
2,6,6,7,4,3,3,8,1,10,8,1666,3,2331,10,4,2,8,4,1,2,9,99,6,1,9,3,0,1,7,7,9,1,1,7,9,9,9,1,1,2,9,9,77,2,3,10,3,8,7,2,2,3,2,4,2,7,4,3,2,2,4,6,77,5,1,4,8,2,10,5,1,1,77,1,77,2,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,8,9999,9,2,2,1,65,1,34,9,101,3874,6,7,9,8,9,8,2,6,99,66,66,77,99,88,66,88,6666,8888,8888,7777,9999,8888,8888,7777,3,6,6,3,4,6,99,1,5,1,9,4,7,1,25,1,1,0,0,0,1,0,1,0,0,0,0,8,2,2,6666,2,99999,1,4,7,77777,7,1,666,666,77,6,8,9,2,2,88,3,5,2,1,1,0,0,0,1,1,0,1,0,1,0,0,66,6,6,666,9,4,9,99,7,9,3,9,3,2,7,3,7,2,2,4,9,5,1,8,9,8,2,3,1,7,5,3,0,1,2,4,5,5,2,2,1,2,3,10,5,5,3,88,0,99,4,10,2,5,4,9,89,9,1,2,6,1,7,1,7,8,4,1,9,4,4,1,6,1,1,2,4,2,6,3,1,6,2,4,4,2,3,6,6,6,2,1,6,2,3,6,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,9,NA,NA,3,400056,"GB","30-01-2025 05:32:53","30-01-2025 05:32:53","30-01-2025 06:01:25"
1,6,1,2,7,1,1,2,77,10,7,2995,1,5908,77,8,88,1,8,8,7,2,6,5,6,88,88,0,2,3,7,7,1,9,7,9,7,1,1,2,5,77,9,10,5,6,0,4,3,8,7,9,9,1,9,9,9,3,3,99,88,2,99,5,2,7,9,3,9,6,77,7,6,88,77,77,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,9999,1,9,7,88,55,18,68,9,243,9100,7,2,2,9,8,9,9,7,99,66,66,66,66,88,88,99,9999,7777,7777,7777,8888,8888,7777,6666,1,88,2,77,1,66,4,4,99,2,7,4,2,8,83,0,1,0,0,0,1,1,1,0,0,0,1,66,7,9,9999,7,66666,6,7,1,66666,5,77,888,999,1,6,7,6,9,9,4,9,3,7,1,0,0,0,0,0,0,1,1,0,0,0,1,99,2,2,888,8,4,4,4,9,2,7,8,2,1,7,3,1,8,3,8,1,8,0,8,4,5,2,8,7,3,1,0,9,2,5,9,1,5,9,7,3,3,4,0,0,9,4,88,3,77,77,10,2,4,9,4,299,3,7,7,77,2,7,1,1,7,9,2,3,6,8,8,7,2,2,6,6,4,4,5,5,2,2,6,4,6,1,5,3,1,2,6,1,2,9,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,8,NA,NA,4,400057,"NL","21-01-2025 12:29:28","21-01-2025 12:29:28","21-01-2025 15:02:32"
